video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec
vW0IQoSweVI,72,5,355,360,Anger,angry,disgusted,1,1,1,0.5,-0.0,0.6666666666666666,0.12698412698412698,0.2192142307758331,0.1894031763076782,0.587193280085921,0.2,0.0,0.4,0,0.0,0.8787878787878788,0.20410619441090358,0,-0.1333333333333333,-0.5645750340535796,1,0.11555555555555547,0.5511111111111112,0.30633171793306524,0
vW0IQoSweVI,73,5,360,365,Anger,angry,angry,2,2,2,0.25,0.3562071871080222,1.0,0.25396825396825395,0.6046071350574493,0.2195025812834501,0.5569580208626574,0.19104973174542803,0.0,0.15,0,0.0,0.8785253827558421,0.21097550068002519,0,-0.25,0.3562071871080222,1,0.0,0.4611111111111112,0.2854953849202987,0
vW0IQoSweVI,74,5,365,370,Riley,neutral,angry,1,1,1,0.8,-0.0,0.5,0.12698412698412698,0.6078572869300842,0.0241768043488264,0.8225577760953455,0.6016643582596529,0.0,1.0,0,0.0,0.9459459459459459,0.2221088408530699,0,0.55,-0.3562071871080222,0,0.33888888888888885,0.5166666666666667,0.2056563153640955,5
vW0IQoSweVI,75,5,370,375,Anger,angry,fearful,2,2,1,0.8,-0.0,1.0,0.18253968253968253,0.2761398255825042,0.1570840775966644,0.7130862748250364,0.10233345472033856,0.0,0.2,0,0.0,0.8035714285714286,0.23757684810316385,0,0.0,0.0,1,0.2833333333333333,0.6166666666666668,0.2056563153640955,10
vW0IQoSweVI,76,5,375,380,Anger,angry,disgusted,2,2,2,0.5,0.3562071871080222,1.0,0.25396825396825395,0.33704592287540436,0.15244159847497935,0.520923088584095,0.36925824035672516,0.0,0.65,0,0.0,0.9305555555555556,0.2270119931708113,0,-0.30000000000000004,0.3562071871080222,1,0.0,0.7000000000000002,0.2056563153640955,0
vW0IQoSweVI,77,5,380,385,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.21638479163871596,0,-0.5,-0.3562071871080222,0,0.0,0.4333333333333334,0.2056563153640955,0
vW0IQoSweVI,78,5,385,390,Anger,angry,neutral,3,3,2,0.6,0.3271035759815648,0.0,0.30952380952380953,0.28413519263267517,0.0854346957057714,0.5381659273058174,0.5918507438026032,0.3333333333333333,0.5666666666666668,0,0.0,0.8473273273273273,0.16139719519220935,0,0.6,0.3271035759815648,0,0.16666666666666657,0.3666666666666667,0.19779085323810108,5
vW0IQoSweVI,79,5,390,395,Anger,angry,neutral,2,2,2,0.5,0.3562071871080222,0.6666666666666666,0.25396825396825395,0.3410118669271469,0.0703793410211801,0.6689370493404565,0.5255542296722687,0.0,1.0,0,0.0,0.7828947368421053,0.1346877277163519,0,-0.09999999999999998,0.029103611126457374,0,0.1333333333333333,0.3666666666666667,0.19779085323810108,0
vW0IQoSweVI,80,5,395,400,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1298045684010596,0,-0.5,-0.3562071871080222,0,0.0,0.3666666666666667,0.19779085323810108,0
vW0IQoSweVI,81,5,400,405,Riley,neutral,neutral,1,1,1,0.0,-0.0,0.0,0.12698412698412698,0.4390130639076233,0.4390130639076233,0.39851911906152937,0.0,0.0,0.0,0,0.0,0.5844155844155844,0.13448477243491067,0,0.0,-0.0,0,0.0,0.16666666666666674,0.2056563153640955,0
