frame_id,original_frame_idx,frame_path,timestamp,timestamp_str
221,17340,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00221.jpg,578.0,09:38
222,17370,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00222.jpg,579.0,09:39
223,17400,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00223.jpg,580.0,09:40
224,17430,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00224.jpg,581.0,09:41
225,17460,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00225.jpg,582.0,09:42
226,17490,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00226.jpg,583.0,09:43
227,17520,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00227.jpg,584.0,09:44
228,17550,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00228.jpg,585.0,09:45
229,17580,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00229.jpg,586.0,09:46
230,17640,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00230.jpg,588.0,09:48
231,17730,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00231.jpg,591.0,09:51
232,17760,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00232.jpg,592.0,09:52
233,17820,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00233.jpg,594.0,09:54
234,17940,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00234.jpg,598.0,09:58
235,17970,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00235.jpg,599.0,09:59
236,18090,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00236.jpg,603.0,10:03
237,18120,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00237.jpg,604.0,10:04
238,18180,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00238.jpg,606.0,10:06
239,18210,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00239.jpg,607.0,10:07
240,18240,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00240.jpg,608.0,10:08
241,18300,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00241.jpg,610.0,10:10
242,18330,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00242.jpg,611.0,10:11
243,18420,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00243.jpg,614.0,10:14
244,18540,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00244.jpg,618.0,10:18
245,18660,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00245.jpg,622.0,10:22
246,18720,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00246.jpg,624.0,10:24
247,18780,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00247.jpg,626.0,10:26
248,18840,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00248.jpg,628.0,10:28
249,18960,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00249.jpg,632.0,10:32
250,19020,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00250.jpg,634.0,10:34
251,19080,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00251.jpg,636.0,10:36
252,19110,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00252.jpg,637.0,10:37
